,_id,page_url,title,domain_tags,primary_domain,score
769,5f1bb07c896f82cdbda60f8d,/entries/causation-medieval/,Medieval Theories of Causation,Metaphysics,Metaphysics,5.998143796
499,5f1baf91896f82cdbda60f0f,/entries/arabic-islamic-judaic/,Influence of Arabic and Islamic Philosophy on Judaic Thought,"Arabic and Islamic Philosophy, Jewish Philosophy",Arabic and Islamic Philosophy,6.002407418
993,5f1baf57896f82cdbda60eee,/entries/alexander/,Samuel Alexander,"Thinker, Metaphysics",Thinker,6.00372019
1216,5f1baf11896f82cdbda60ec4,/entries/abner-burgos/,Abner of Burgos,"Thinker,Philosophy of Religion,Jewish Philosophy",Thinker,6.006946623
180,5f1bb838896f82cdbda61423,/entries/religious-pluralism/,Religious Diversity (Pluralism),"Philosophy of Religion,Social and Political Philosophy",Philosophy of Religion,6.009459406
838,5f1bc35bc9d4344a5ae1017e,/entries/simplicius/,Simplicius,Thinker,Thinker,6.011699907
274,5f1bb5b3896f82cdbda612b6,/entries/mendelssohn/,Moses Mendelssohn,"Thinker,Metaphysics,Jewish Philosophy",Thinker,6.017283105
473,5f1bb3f0896f82cdbda61178,/entries/ibn-arabi/,Ibn ‘Arabî,"Thinker,Arabic and Islamic Philosophy",Thinker,6.020158124
1064,5f1bb3e7896f82cdbda61172,/entries/hume-newton/,Hume’s Newtonianism and Anti-Newtonianism,"Thinker,Philosophy of Science",Philosophy of Science,6.022909998
1343,5f1bb391896f82cdbda61146,/entries/hamann/,Johann Georg Hamann,"Thinker, Philosophy of Language, Epistemology",Thinker,6.026941179
939,5f1bb878896f82cdbda6144b,/entries/schleiermacher/,Friedrich Daniel Ernst Schleiermacher,"Thinker, Philosophy of Religion, Philosophy of Language",Thinker,6.028945514
1422,5f1bb5be896f82cdbda612be,/entries/mersenne/,Marin Mersenne,Thinker,Thinker,6.028971366
1488,5f1bb05c896f82cdbda60f7c,/entries/campanella/,Tommaso Campanella,"Thinker,Philosophy of Religion,Social and Political Philosophy",Thinker,6.037058812
1314,5f1bb307896f82cdbda610f3,/entries/fideism/,Fideism,Philosophy of Religion,Philosophy of Religion,6.039512076
187,5f1bb573896f82cdbda61283,/entries/madeleine-scudery/,Madeleine de Scudéry,"Thinker,Ethics, Social and Political Philosophy,Epistemology",Thinker,6.055641997
1334,5f1bb9d0896f82cdbda61520,/entries/voluntarism-theological/,Theological Voluntarism,Philosophy of Religion,Philosophy of Religion,6.090633593
1509,5f1bb57a896f82cdbda61289,/entries/malebranche/,Nicolas Malebranche,"Thinker,Metaphysics,Philosophy of Religion",Thinker,6.110371326
1181,5f1bb325896f82cdbda61105,/entries/francis-bacon/,Francis Bacon,"Thinker, Philosophy of Science",Thinker,6.125344102
1134,5f1bb021896f82cdbda60f60,/entries/bolzano/,Bernard Bolzano,"Thinker,Philosophy of Physics",Thinker,6.14704093
151,5f1bb81f896f82cdbda61416,/entries/reid/,Thomas Reid,"Thinker,Epistemology,Metaphysics",Thinker,6.147996119
1157,5f1baf3e896f82cdbda60ede,/entries/agrippa-nettesheim/,Heinrich Cornelius Agrippa von Nettesheim,Thinker,Thinker,6.14926112
1346,5f1bb73b896f82cdbda61398,/entries/pomponazzi/,Pietro Pomponazzi,Thinker,Thinker,6.168631539
1076,5f1bba0c896f82cdbda61546,/entries/xenophanes/,Xenophanes,Thinker,Thinker,6.176092642
17,5f1bb68c896f82cdbda61337,/entries/origen/,Origen,"Thinker,Philosophy of Religion",Thinker,6.188295615
811,5f1bb3ea896f82cdbda61174,/entries/hume/,David Hume,"Thinker,Metaphysics, Epistemology,Philosphy of Religion, Philosophy of Economics",Thinker,6.207968128
406,5f1bb15a896f82cdbda61007,/entries/creation-conservation/,Creation and Conservation,Philosophy of Religion,Philosophy of Religion,6.209465902
1438,5f1bb03b896f82cdbda60f6f,/entries/bruno/,Giordano Bruno,"Thinker,Philosophy of Religion,Metaphysics",Thinker,6.224228044
949,5f1bb3b6896f82cdbda6115a,/entries/herder/,Johann Gottfried von Herder,"Thinker, Philosophy of Language, Social and Political Philosophy",Thinker,6.228614923
581,5f1bb675896f82cdbda61330,/entries/omniscience/,Omniscience,Philosophy of Religion,Philosophy of Religion,6.244209963
733,5f7678ef038c9c30f784692e,/entries/luther/,Martin Luther,"Thinker,Philosophy of Religion",Thinker,6.250724128
637,5f1baf48896f82cdbda60ee3,/entries/al-farabi-soc-rel/,al-Farabi’s Philosophy of Society and Religion,"Thinker,Arabic and Islamic Philosophy,Social and Political Philosophy, Philosophy of Religion",Social and Political Philosophy,6.262605791
976,5f1bb0cb896f82cdbda60fbb,/entries/collins/,Anthony Collins,"Thinker,Philosophy of Religion,Social and Political Philosophy",Thinker,6.268724354
1495,5f1baf67896f82cdbda60ef8,/entries/ammonius/,Ammonius,Thinker,Thinker,6.26986009
1350,5f1bb49b896f82cdbda611ee,/entries/kant/,Immanuel Kant,"Thinker, Ethics, Metaphyics,Social and Political Philosophy,Epistemology, Aesthetics and Philosophy of Art",Thinker,6.295559314
357,5f1bb579896f82cdbda61288,/entries/malebranche-ideas/,Malebranche’s Theory of Ideas and Vision in God,"Thinker,Philosophy of Religion",Philosophy of Religion,6.301576239
1129,5f1bb665896f82cdbda61326,/entries/numenius/,Numenius,"Thinker, Metaphysics",Thinker,6.31537997
1311,5f1bb0f0896f82cdbda60fcd,/entries/comte/,Auguste Comte,"Thinker,Philosophy of Science",Thinker,6.325852578
353,5f1bb023896f82cdbda60f61,/entries/bonaventure/,Saint Bonaventure,"Thinker,Philosophy of Religion",Thinker,6.332671806
691,5f1bb862896f82cdbda6143d,/entries/russell/,Bertrand Russell,"Thinker,Logic,Philosophy of Mathematics,Metaphysics",Thinker,6.334628963
1456,5f1bb175896f82cdbda61012,/entries/dante/,Dante Alighieri,"Thinker, Aesthetics and Philosophy of Art",Thinker,6.335500447
